Strategy,C,Gamma,Kernel,Accuracy_mean,Precision_mean,Recall_mean,F1_mean,AUC_mean,Training_Time_mean,TP_mean,TN_mean,FP_mean,FN_mean
MFCC_DELTA,100.0,0.1,linear,0.6312651227099896,0.6299250830861379,0.6505468215994532,0.6392785070835648,0.6694425709552266,69.57999305725097,86.4,80.0,50.8,46.4
MFCC_DELTA,100.0,0.1,rbf,0.6160732803318354,0.6324497948640035,0.5692640692640693,0.5986335580628865,0.6599047905355659,0.6041616916656494,75.6,86.8,44.0,57.2
MFCC_DELTA,100.0,1.0,linear,0.6312651227099896,0.6299250830861379,0.6505468215994532,0.6392785070835648,0.6694425709552266,68.95764584541321,86.4,80.0,50.8,46.4
MFCC_DELTA,100.0,1.0,rbf,0.5068297038829358,0.5053614318311036,0.9954887218045112,0.6703841219638799,0.5074924405981055,0.7523436069488525,132.2,1.4,129.4,0.6
MFCC_DELTA_DELTA,0.1,0.001,linear,0.6251872335522526,0.6232972705765524,0.6475620870357712,0.6347905767165132,0.6707980127546218,0.33223538398742675,86.0,78.8,52.0,46.8
MFCC_DELTA_DELTA,0.1,0.001,rbf,0.5037936398202557,0.5037936398202557,1.0,0.6700294337695096,0.6274094179558221,0.5888724803924561,132.8,0.0,130.8,0.0
MFCC_DELTA_DELTA,0.1,0.01,linear,0.6251872335522526,0.6232972705765524,0.6475620870357712,0.6347905767165132,0.6707980127546218,0.3431446075439453,86.0,78.8,52.0,46.8
MFCC_DELTA_DELTA,0.1,0.01,rbf,0.6122681184468256,0.6069264953760557,0.6504670767828662,0.6275374106337781,0.6693435043595751,0.546247148513794,86.4,75.0,55.8,46.4
MFCC_DELTA_DELTA,0.1,0.1,linear,0.6251872335522526,0.6232972705765524,0.6475620870357712,0.6347905767165132,0.6707980127546218,0.3392383575439453,86.0,78.8,52.0,46.8
MFCC_DELTA_DELTA,0.1,0.1,rbf,0.5144198640396358,0.5094952421955143,0.9864661654135339,0.671816039469361,0.6623843004457709,0.8805280685424804,131.0,4.6,126.2,1.8
MFCC_DELTA_DELTA,0.1,1.0,linear,0.6251872335522526,0.6232972705765524,0.6475620870357712,0.6347905767165132,0.6707980127546218,0.33533239364624023,86.0,78.8,52.0,46.8
MFCC_DELTA_DELTA,0.1,1.0,rbf,0.5037936398202557,0.5037936398202557,1.0,0.6700294337695096,0.4814596204652452,0.5861539840698242,132.8,0.0,130.8,0.0
MFCC_DELTA_DELTA,1.0,0.001,linear,0.6206302569420441,0.622807433111005,0.6249715197083618,0.6231342477280978,0.6568321339836004,1.0837708950042724,83.0,80.6,50.2,49.8
MFCC_DELTA_DELTA,1.0,0.001,rbf,0.6259361677612628,0.6291268498004017,0.6233766233766234,0.625864989275452,0.6723892526383487,0.5377533912658692,82.8,82.2,48.6,50.0
MFCC_DELTA_DELTA,1.0,0.01,linear,0.6206302569420441,0.622807433111005,0.6249715197083618,0.6231342477280978,0.6568321339836004,1.0858192920684815,83.0,80.6,50.2,49.8
MFCC_DELTA_DELTA,1.0,0.01,rbf,0.647188616200023,0.6393102209479168,0.6897243107769422,0.6631544602425321,0.6960294673854336,0.704644775390625,91.6,79.0,51.8,41.2
MFCC_DELTA_DELTA,1.0,0.1,linear,0.6206302569420441,0.622807433111005,0.6249715197083618,0.6231342477280978,0.6568321339836004,1.0830947875976562,83.0,80.6,50.2,49.8
MFCC_DELTA_DELTA,1.0,0.1,rbf,0.6191151054268925,0.6307568815719286,0.5903394850763272,0.6094348208901827,0.6763946860692542,0.6133255958557129,78.4,84.8,46.0,54.4
MFCC_DELTA_DELTA,1.0,1.0,linear,0.6206302569420441,0.622807433111005,0.6249715197083618,0.6231342477280978,0.6568321339836004,1.5159966468811035,83.0,80.6,50.2,49.8
MFCC_DELTA_DELTA,1.0,1.0,rbf,0.5053116718515958,0.5045803086221917,0.9969924812030075,0.6700413893168763,0.5045249259913784,0.6220070362091065,132.4,0.8,130.0,0.4
MFCC_DELTA_DELTA,10.0,0.001,linear,0.6198669201520912,0.6236883832338087,0.6204488493962178,0.6212548805353013,0.653868208261539,13.288100528717042,82.4,81.0,49.8,50.4
MFCC_DELTA_DELTA,10.0,0.001,rbf,0.6335234474017744,0.6286328020096954,0.667053998632946,0.6464131866324431,0.6834806254412522,0.4974099636077881,88.6,78.4,52.4,44.2
MFCC_DELTA_DELTA,10.0,0.01,linear,0.6198669201520912,0.6236883832338087,0.6204488493962178,0.6212548805353013,0.653868208261539,15.300121307373047,82.4,81.0,49.8,50.4
MFCC_DELTA_DELTA,10.0,0.01,rbf,0.6153157045742597,0.6152112778681641,0.6385395306447939,0.6257212857854422,0.6751566024707849,0.5401463508605957,84.8,77.4,53.4,48.0
