Model,N_MFCC,Hidden_Size,Num_Layers,Batch_Size,Epochs,Learning_Rate,TP,TN,FP,FN,Accuracy,Precision,Recall,F1_Score,AUC_ROC
LSTM,30,64,1,16,20,0.001,74,88,43,59,0.6136363636363636,0.6324786324786325,0.556390977443609,0.592,0.6668771164552603
